video_name,Source collection,caption,video_exists,has_caption,num_words,num_chars
6184395.mp4,Cory_2013-6-27_sc115,Who is joining the friends going to the movie theater?,True,True,10,54
173746.mp4,Cory_2013-6-27_sc110,The car didn't breakdown.,True,True,4,25
9855.mp4,Cory_2013-6-27_sc107,Who loves Mary?,True,True,3,15
23881349.mp4,Rachel_2012-02-09_sc60,I stay home when it rains.,True,True,6,26
5595834.mp4,Rachel_2011-12-08_sc45,Did someone win the lottery?,True,True,5,28
17099.mp4,Cory_2013-6-27_sc110,Mary is a vegetarian.,True,True,4,21
31655975.mp4,Jonathan_2012-11-27_sc96,Was I shitfaced drunk last night?,True,True,6,33
8395375.mp4,Cory_2013-6-27_sc109,The driver of the car that rear-ended me at a red light was talking on the phone at the time.,True,True,20,93
48585083.mp4,8-Ben-Control-of-sound-places,"He was urinating, and he decided to play around and make bubbles on the toilet.",True,True,15,79
1539329.mp4,Rachel_2011-12-08_sc44,"""Today is the last day of the semester right?"" ""No next week is. We still have one more week of class.""",True,True,21,103
5596031.mp4,Rachel_2011-12-08_sc45,Did Jack and Sue already meet?,True,True,6,30
70286729.mp4,Rachel_2012-02-09_sc59,I can't believe it's not raining. I'm surprised.,True,True,8,48
634621.mp4,Cory_2013-6-27_sc113,Will Bob be surprised by the surprise event?,True,True,8,44
97998624.mp4,Rachel_2012-02-09_sc58,He/she doesn't want anything? I doubt that. I think he/she wants something.,True,True,12,75
75783526.mp4,Rachel_2012-01-27_sc55,Is today a good day?,True,True,5,20
15720415.mp4,Jonathan_2012-11-27_sc97,I have to buy shorts because it is hot outside.,True,True,10,47
7343611.mp4,Jonathan_2012-11-27_sc92,"If my friends do not want to go out, I will stay home and watch television.",True,True,16,75
83940156.mp4,Cory_2013-6-27_sc112,Why did the friends dye their hair together?,True,True,8,44
841516.mp4,Jonathan_2012-11-27_sc94,My friend is surfing the web.,True,True,6,29
7986818.mp4,Cory_2013-6-27_sc114,"Is it raining outside? No, it's beautiful and warm outside.",True,True,10,59
8396852.mp4,Cory_2013-6-27_sc109,I don't know if my sister likes Boston.,True,True,8,39
557218.mp4,Jonathan_2012-11-27_sc93,My friend left because she`s bored.,True,True,6,35
2818.mp4,Jonathan_2012-11-27_sc95,Who just bought a car?,True,True,5,22
9449.mp4,Cory_2013-6-27_sc107,Do you think I should leave now?,True,True,7,32
7565310.mp4,Rachel_2012-02-14_sc63,"Last year, we read a lot of books.",True,True,8,34
9246.mp4,Cory_2013-6-27_sc107,Did those girls arrive on time?,True,True,6,31
255337.mp4,Rachel_2012-02-14_sc66,"They really can do all of the options. One family can choose to use sign language, and if another family wants to use speech, that's fine.",True,True,26,138
666.mp4,Cory_2013-6-27_sc107,"So far, no one has approached the new student.",True,True,9,46
9551.mp4,Cory_2013-6-27_sc107,Is the class tough?,True,True,4,19
53784331.mp4,5-Ben-Deaf-Grunts,The presenter's scream was a little bit over the normal range to the point where people were staring and shocked and wanted him to stop.,True,True,25,136
734349.mp4,Jonathan_2012-11-27_sc92,"When Mother goes to the store, I`ll remind her to get us milk.",True,True,13,62
635115.mp4,Cory_2013-6-27_sc113,My friends are videophoning from home.,True,True,6,38
33733534.mp4,Rachel_2012-02-09_sc61,The teacher made the reading required for John so he had to read the book.,True,True,15,74
635214.mp4,Cory_2013-6-27_sc113,My friends are playing video games.,True,True,6,35
7343915.mp4,Jonathan_2012-11-27_sc92,My mother tends to be in a bad mood if Father arrives home late.,True,True,14,64
174456.mp4,Cory_2013-6-27_sc110,"John won't take Mary to work, he usually takes Amy.",True,True,10,51
667.mp4,Cory_2013-6-27_sc107,I finished homework last night.,True,True,5,31
629785.mp4,Cory_2013-6-27_sc113,Where did you put the tree?,True,True,6,27
7344928.mp4,Jonathan_2012-11-27_sc92,Mother will give me twenty dollars if I clean the kitchen.,True,True,11,58
66940656.mp4,2-Ben-Voice-Identity,I can't even analyze your identity through your voice.,True,True,9,54
174558.mp4,Cory_2013-6-27_sc110,"John doesn't usually take Mary to work, they usually walk to work together.",True,True,13,75
979311.mp4,Rachel_2012-02-09_sc57,"If I don't study, I will fail.",True,True,7,30
7566827.mp4,Rachel_2012-02-14_sc63,He/She used to own a big boat.,True,True,7,30
31657453.mp4,Jonathan_2012-11-27_sc96,Is there bad weather in Boston now?,True,True,7,35
75784415.mp4,Rachel_2012-01-27_sc55,"On hot summer days, Mary loves drinking lemonade.",True,True,8,49
50802217.mp4,Rachel_2012-02-14_sc62,John reads many books.,True,True,4,22
17586205.mp4,Rachel_2011-12-01_sc43,The teacher gave out the answers to the test.,True,True,9,45
83875522.mp4,Cory_2013-6-25_sc0106,"I graduated recently, so that`s means I`ll be looking for a job, probably I`ll move away, so I won't have lived there for seven years.   Now, I`m wondering from now on with the new job does that mean I might be moving around again for the next seven years or less?   So I`m wondering, let`s see, oh well.",True,True,58,304
23880856.mp4,Rachel_2012-02-09_sc60,"If it's raining, I'm not going out.",True,True,7,35
92256000.mp4,7-Ben-Social-Msg,There are many issues related to how body control is associated with objects in the environment.,True,True,16,96
31655580.mp4,Jonathan_2012-11-27_sc96,Bob gave his wife roses because it is their anniversary today.,True,True,11,62
15717061.mp4,Jonathan_2012-11-27_sc97,The student would not obey the teacher.,True,True,7,39
58866615.mp4,Rachel_2012-01-27_sc52,Bob works at the bike store.,True,True,6,28
83939761.mp4,Cory_2013-6-27_sc112,When did the friends go camping?,True,True,6,32
8942.mp4,Cory_2013-6-27_sc107,Did John buy milk?,True,True,4,18
8395374.mp4,Cory_2013-6-27_sc109,The DVD that Netflix sent me was all scratched up.,True,True,10,50
83937096.mp4,Cory_2013-6-27_sc112,Father arried home late beacuse he just finished his work.,True,True,10,58
1539922.mp4,Rachel_2011-12-08_sc44,"""Rick Perry is a Mormon."" ""No, Mitt Romney is a Mormon, not Rick Perry.""",True,True,14,72
8396262.mp4,Cory_2013-6-27_sc109,Are Jen and Joe married?,True,True,5,24
254120.mp4,Rachel_2012-02-14_sc66,Car was going only twenty to thirty MPH. It shows how the language influences individuals' answers even though they all were watching the same video clip.,True,True,26,154
37017223.mp4,6-Ben-Control-of-Sound,"That list goes from ""A"" to ""N"".  PIcking a word, ""noise"": People should be aware that Deaf people make noise, often without realizing it.",True,True,24,137
839364104.mp4,Cory_2013-6-27_sc112,"If the family doesn't adopt the puppies, my friend will.",True,True,10,56
29931.mp4,Jonathan_2012-11-27_sc95,"Honestly, if I fail this class, my mom will lose it.",True,True,11,52
45728511.mp4,8-Ben-Control-of-sound-places,There's a limited voice range. That's Dean's problem: he often goes over that range.,True,True,14,84
83939860.mp4,Cory_2013-6-27_sc112,Who went camping?,True,True,3,17
7343612.mp4,Jonathan_2012-11-27_sc92,"When my friends leave, I will finally start on my homework.",True,True,11,59
9145.mp4,Cory_2013-6-27_sc107,Do you mind helping me?,True,True,5,23
7344523.mp4,Jonathan_2012-11-27_sc92,"If I see that the beach is crowded, I would not want to go.",True,True,14,59
40386216.mp4,Rachel_2012-01-27_sc56,Do you have class tomorrow?,True,True,5,27
845676.mp4,Jonathan_2012-11-27_sc94,My friend plays video games all day because he does nothing else.,True,True,12,65
61834111.mp4,Cory_2013-6-27_sc115,Why did the bride and groom dance at their wedding?,True,True,10,51
70286532.mp4,Rachel_2012-02-09_sc59,I think Obama will win again.,True,True,6,29
31660612.mp4,Jonathan_2012-11-27_sc96,Mother is now ill.,True,True,4,18
31658637.mp4,Jonathan_2012-11-27_sc96,I enjoyed talking to Donna and Jessica.,True,True,7,39
70287815.mp4,Rachel_2012-02-09_sc59,You are breaking the rules if there is no tax.,True,True,10,46
66919772.mp4,2-Ben-Voice-Identity,How do I trust them if I don't know who they are?,True,True,12,49
23881941.mp4,Rachel_2012-02-09_sc60,"If it snows, school still won't be cancelled.",True,True,8,45
1539626.mp4,Rachel_2011-12-08_sc44,"""No matter what the weather is, the baseball game will go on."" ""Well, yes, but if there is a hurricane it will be cancelled.""",True,True,24,125
756528.mp4,Rachel_2012-02-14_sc63,Mary and John will leave tomorrow.,True,True,6,34
15720710.mp4,Jonathan_2012-11-27_sc97,Friends go to the beach to sunbathe because they are pale.,True,True,11,58
50165128.mp4,4-Ben-Deaf-Speech,"There's another experience related to my voice,",True,True,7,47
1474.mp4,Cory_2013-6-27_sc107,My favorite dessert is pumpkin pie.,True,True,6,35
1540119.mp4,Rachel_2011-12-08_sc44,"""Tomorrow is Sunday."" ""No, today is Thursday which means tomorrow is Friday.""",True,True,12,77
8398922.mp4,Cory_2013-6-27_sc109,"No, today's Thursday, which means tomorrow's Friday.",True,True,7,52
3379446.mp4,Cory_2013-6-27_sc108,"If you don't want pizza, you can order pasta.",True,True,9,45
1540317.mp4,Rachel_2011-12-08_sc44,"""You're going to run in the Boston Marathon right?"" ""No I haven't ran and I don't plan on starting""",True,True,19,99
4232116.mp4,Jonathan_2012-11-27_sc98,I am not good at memorizing names of people I`ve already met.,True,True,12,61
7704424.mp4,Jonathan_2012-11-27_sc90,The kid played in the park.,True,True,6,27
23881350.mp4,Rachel_2012-02-09_sc60,"When it happens to rain, I stay home.",True,True,8,37
841213.mp4,Jonathan_2012-11-27_sc94,My friend travels.,True,True,3,18
31658045.mp4,Jonathan_2012-11-27_sc96,Did Bob give someone roses?,True,True,5,27
83942425.mp4,Cory_2013-6-27_sc112,Did the boy feed the fire?,True,True,6,26
63799398.mp4,2-Ben-Voice-Identity,"There is a lot of information from the voice. When a person hears the speech of another, they can tell who that person is and the identity of that person.",True,True,30,154
4232927.mp4,Jonathan_2012-11-27_sc98,My sister doesn`t want a headband for her birthday.,True,True,9,51
6187942.mp4,Cory_2013-6-27_sc115,Bob hasn't given the rose to his girlfriend.,True,True,8,44
75783033.mp4,Rachel_2012-01-27_sc55,My brother works nights.,True,True,4,24
7578489.mp4,Rachel_2012-01-27_sc55,I like Land O' Lakes butter.,True,True,6,28
75783822.mp4,Rachel_2012-01-27_sc55,"Sorry, the store doesn't sell funny books.",True,True,7,42
9753.mp4,Cory_2013-6-27_sc107,Did you take an introduction to linguistics class?,True,True,8,50
48119512.mp4,8-Ben-Control-of-sound-places,"Bill Ennis told a great story about ""bubbles"".",True,True,8,46
4235359.mp4,Jonathan_2012-11-27_sc98,Who is asking for directions?,True,True,5,29
67058780.mp4,2-Ben-Voice-Identity,Wow there are a lot of different experiences.,True,True,8,45
5886728.mp4,Rachel_2012-01-27_sc52,"Joe is a good interpreter, but he isn't proficient.",True,True,9,51
557229.mp4,Jonathan_2012-11-27_sc93,My friend went out to a party.,True,True,7,30
634522.mp4,Cory_2013-6-27_sc113,Did you graduate high school?,True,True,5,29
8397247.mp4,Cory_2013-6-27_sc109,What kind of car did he buy?,True,True,7,28
92262440.mp4,7-Ben-Social-Msg,How to control making noises in the different places is also challenging.,True,True,12,73
7459011.mp4,Rachel_2012-02-14_sc65,I'm studying this week for the test.,True,True,7,36
83943710.mp4,Cory_2013-6-27_sc112,The kids are playing at the park.,True,True,7,33
89817651.mp4,7-Ben-Social-Msg,"Like when a person is speaking, somebody can observe and analyze their identity,...",True,True,13,83
9500849.mp4,3-Ben-Voice-Life,"The voice gives rise to that loop; but when it is gone, it means that I'm not alive.",True,True,18,84
7566219.mp4,Rachel_2012-02-14_sc63,I already announced that it will rain tomorrow.,True,True,8,47
22875480.mp4,4-Ben-Deaf-Speech,All three of these are characteristics of deaf speech.  All of them are characteristics that hearing people find annoying.,True,True,19,122
33733533.mp4,Rachel_2012-02-09_sc61,Who went out when it was raining?,True,True,7,33
28310.mp4,Jonathan_2012-11-27_sc95,Where did you buy the car?,True,True,6,26
254525.mp4,Rachel_2012-02-14_sc66,"Of course the parents would be scared. ""I am sorry"" is never a good thing.",True,True,15,74
8740.mp4,Cory_2013-6-27_sc107,"A man walking saw money on the ground, and seeing no one was around, he pocketed it.",True,True,17,84
29096274.mp4,10-Ben-Conclusion,It's possible to enable people to learn about different orientations.,True,True,10,69
31659821.mp4,Jonathan_2012-11-27_sc96,Horses played on the farmland.,True,True,5,30
58866022.mp4,Rachel_2012-01-27_sc52,"The soup, gazpacho soup, is cold not hot.",True,True,8,41
6189223.mp4,Cory_2013-6-27_sc115,"When I introduce a new friend, I will test and make sure he remembers the names.",True,True,16,80
7345030.mp4,Jonathan_2012-11-27_sc92,"If my friends go camping, I will go with them.",True,True,10,46
31655778.mp4,Jonathan_2012-11-27_sc96,Bob sent his wife a love letter because it is their wedding anniversary soon.,True,True,14,77
7692035.mp4,Jonathan_2012-11-27_sc90,Did Barack Obama swim at the beach?,True,True,7,35
23883716.mp4,Rachel_2012-02-09_sc60,Is France's current king bald? No...,True,True,6,36
6188829.mp4,Cory_2013-6-27_sc115,"I starting making an invitation list for my BBQ party, I will have to make sure it's right.",True,True,18,91
979212.mp4,Rachel_2012-02-09_sc57,"If I don't study, I will fail.",True,True,7,30
7699131.mp4,Jonathan_2012-11-27_sc90,Did Mother walk to the store?,True,True,6,29
635312.mp4,Cory_2013-6-27_sc113,I am going to school.,True,True,5,21
7984743.mp4,Cory_2013-6-27_sc114,Friends play frisbee.,True,True,3,21
7984348.mp4,Cory_2013-6-27_sc114,My sister wants a headband for her birthday.,True,True,8,44
71361818.mp4,Rachel_2011-12-08_sc46,"The guy who hit the parked car at the red light was talking on the phone, I think",True,True,18,81
5596822.mp4,Rachel_2011-12-08_sc45,Who arrived late?,True,True,3,17
842226.mp4,Jonathan_2012-11-27_sc94,Does your friend really love surfing the internet?,True,True,8,50
17597185.mp4,Rachel_2011-12-01_sc43,I know that I should enter the haunted house at my own risk.,True,True,13,60
171213.mp4,Cory_2013-6-27_sc110,The weather's not lousy today.,True,True,5,30
50801329.mp4,Rachel_2012-02-14_sc62,Mary decided to tell John.,True,True,5,26
31656961.mp4,Jonathan_2012-11-27_sc96,Do you know where to go?,True,True,6,24
3166098.mp4,Jonathan_2012-11-27_sc96,The students obeyed and listened to the teacher.,True,True,8,48
771089.mp4,Jonathan_2012-11-27_sc90,Father arrived home late.,True,True,4,25
75784020.mp4,Rachel_2012-01-27_sc55,"Next week, Paul will be very busy. He works as an interpreter all day and takes night classes.",True,True,18,94
255236.mp4,Rachel_2012-02-14_sc66,"It seems that parents must choose one between oralism, cochlear implant, sign language or cued-speech. They can't pick all of the options.",True,True,22,138
979410.mp4,Rachel_2012-02-09_sc57,"When I don't study, there is always a pop quiz.",True,True,10,47
839365102.mp4,Cory_2013-6-27_sc112,My friend is an expert at making fires because he use to be a boy scout.,True,True,16,72
7929.mp4,Cory_2013-6-27_sc107,"When it rains, I have to leave.",True,True,7,31
15719132.mp4,Jonathan_2012-11-27_sc97,"If my aunt makes a blueberry pie, I will run home to gobble all of it up!",True,True,17,73
8397543.mp4,Cory_2013-6-27_sc109,Who bought a car?,True,True,4,17
26827419.mp4,Rachel_2012-01-27_sc51,"John didn't get into an accident with a truck, he got into an accident with another car.",True,True,17,88
46272693.mp4,8-Ben-Control-of-sound-places,"So it was wow. There are places that loud voices are permitted but you have to experiment enough on the voice range itself. Some areas are quiet, oh.",True,True,28,149
23882335.mp4,Rachel_2012-02-09_sc60,"If it snows, school is cancelled.",True,True,6,33
15717751.mp4,Jonathan_2012-11-27_sc97,"If I buy shorts, I would have to return my shoes.",True,True,11,49
83940550.mp4,Cory_2013-6-27_sc112,When did Father arrive home?,True,True,5,28
3373548.mp4,Rachel_2012-02-09_sc61,"No, I would not stop vomitting if I ate pineapple cream cheese. I prefer lox.",True,True,15,77
23884210.mp4,Rachel_2012-02-09_sc60,John didn't break the window Sally did.,True,True,7,39
4236374.mp4,Jonathan_2012-11-27_sc98,Why did the bride and groom end the wedding?,True,True,9,44
7983559.mp4,Cory_2013-6-27_sc114,Does Bob like reading books?,True,True,5,28
89944569.mp4,7-Ben-Social-Msg,"other sounds that people make; people can observe and analyze the person's identity, character, and status. Just from noises the person makes.",True,True,22,142
6187153.mp4,Cory_2013-6-27_sc115,The horses hate the rain- they don't like running in the rain.,True,True,12,62
9273339.mp4,3-Ben-Voice-Life,"When you meet a person who doesn`t use their voice, you will be looking at them as a lost person without an identity.",True,True,23,117
23883519.mp4,Rachel_2012-02-09_sc60,"Obama isn't from Philadelphia, he's from Chicago.",True,True,7,49
23880659.mp4,Rachel_2012-02-09_sc60,France's king is bald.,True,True,4,22
841517.mp4,Jonathan_2012-11-27_sc94,Did your friend drive?,True,True,4,22
3378560.mp4,Cory_2013-6-27_sc108,I just finished reading a book and I noticed there was a page missing.,True,True,14,70
79664536.mp4,Rachel_2011-12-08_sc46,Jim assaulted a man and now the man is threatening to sue Jim.,True,True,13,62
23881842.mp4,Rachel_2012-02-09_sc60,"If it snows, school is not cancelled.",True,True,7,37
44113112.mp4,8-Ben-Control-of-sound-places,The control of sounds has different areas of rules. The place with quiet expectations. The place with permission to be loud.,True,True,21,124
9188477.mp4,3-Ben-Voice-Life,There are various things related to the “voice” that are equally related to “life” more generally.,True,True,16,98
6511.mp4,Cory_2013-6-27_sc107,They won't catch the thief that stole the paintings.,True,True,9,52
33734125.mp4,Rachel_2012-02-09_sc61,"Nope, I don't have a car.",True,True,6,25
5596525.mp4,Rachel_2011-12-08_sc45,Is Bill planning on moving to New York?,True,True,8,39
7566523.mp4,Rachel_2012-02-14_sc63,All the men left together.,True,True,5,26
31655679.mp4,Jonathan_2012-11-27_sc96,Students must obey and listen to the teacher because the teacher is in charge.,True,True,14,78
7985928.mp4,Cory_2013-6-27_sc114,Father is mowing the grass.,True,True,5,27
2682829.mp4,Rachel_2012-01-27_sc51,"No, the car didn't break down.",True,True,6,30
64778101.mp4,2-Ben-Voice-Identity,"When on the phone the person may perceive who they're talking to as being tall, smart, good looking and nice. They agree to meet the person the next day near the train and hang up",True,True,35,179
7982575.mp4,Cory_2013-6-27_sc114,Do you like fireworks?,True,True,4,22
61838104.mp4,Cory_2013-6-27_sc115,Who wants to play frisbee?,True,True,5,26
7983363.mp4,Cory_2013-6-27_sc114,My aunt makes the best blueberry pie.,True,True,7,37
7928.mp4,Cory_2013-6-27_sc107,"If you want to walk, you can walk to the park.",True,True,11,46
255032.mp4,Rachel_2012-02-14_sc66,It seems like the hospital needed to intervene because the parents were doing lousy job with their child.,True,True,18,105
6185381.mp4,Cory_2013-6-27_sc115,How did Mother get sick?,True,True,5,24
50567374.mp4,4-Ben-Deaf-Speech,I did that several times.,True,True,5,25
6188632.mp4,Cory_2013-6-27_sc115,"If my sister gets a headband for her birthday, she will decorate it.",True,True,13,68
33733927.mp4,Rachel_2012-02-09_sc61,"If it's snowing outside a lot, will school be cancelled?",True,True,10,56
3381319.mp4,Cory_2013-6-27_sc108,"If Mary is not happy, no one is.",True,True,8,32
3381122.mp4,Cory_2013-6-27_sc108,If the box hasn't arrived yet you need to contact Fedex.,True,True,11,56
7705720.mp4,Jonathan_2012-11-27_sc90,Did father arrive home late last night?,True,True,7,39
10705400.mp4,9-Ben-Sensory-Politics,This happens when people don't know about the differences in sensory orientation.,True,True,12,81
65968779.mp4,2-Ben-Voice-Identity,It's a concept where you figure out how to identify who...,True,True,11,58
83940155.mp4,Cory_2013-6-27_sc112,Where are the children swimming?,True,True,5,32
6185972.mp4,Cory_2013-6-27_sc115,Friends didn't crash the party.,True,True,5,31
2895.mp4,Cory_2013-6-27_sc107,Demi Moore's first husband was Bruce Willis.,True,True,7,44
17592194.mp4,Rachel_2011-12-01_sc43,Alcohol is not always good.,True,True,5,27
31656073.mp4,Jonathan_2012-11-27_sc96,Have you moved to San Diego?,True,True,6,28
7982968.mp4,Cory_2013-6-27_sc114,Did Bob arrive at the post office?,True,True,7,34
7028847.mp4,Rachel_2012-02-09_sc59,"Two plus one equals six. No, two plus one equals three.",True,True,11,55
31660611.mp4,Jonathan_2012-11-27_sc96,The teacher cleans the classroom.,True,True,5,33
97999314.mp4,Rachel_2012-02-09_sc58,The boy arrived home.,True,True,4,21
66814215.mp4,2-Ben-Voice-Identity,"The sound of their voice helps you to make a connection to who they are but now,",True,True,17,80
4231610.mp4,Jonathan_2012-11-27_sc98,Bob does not have a big dog; he has a small one.,True,True,12,48
3373539.mp4,Rachel_2012-02-09_sc61,"No, I wouldn't stop vomiting if I had pineapple cream cheese. Lox only is fine with me.",True,True,17,87
31659623.mp4,Jonathan_2012-11-27_sc96,Friends are going to watch at the movie theater.,True,True,9,48
7986027.mp4,Cory_2013-6-27_sc114,Mom is sick.,True,True,3,12
91005359.mp4,7-Ben-Social-Msg,"On one occasion, friends misinterpreted the noises Dear people made.",True,True,10,68
72115217.mp4,Rachel_2011-12-08_sc46,The coat you just bought looks warm!,True,True,7,36
745937.mp4,Rachel_2012-02-14_sc65,Last week John arrived late.,True,True,5,28
31659130.mp4,Jonathan_2012-11-27_sc96,I invited a friend to go to a BBQ.,True,True,9,34
2682847.mp4,Rachel_2012-01-27_sc51,The car is broken.,True,True,4,18
6187154.mp4,Cory_2013-6-27_sc115,The clothes aren't on sale.,True,True,5,27
97998032.mp4,Rachel_2012-02-09_sc58,The box is really big.,True,True,5,22
50801921.mp4,Rachel_2012-02-14_sc62,Now Mary knows John.,True,True,4,20
36725012.mp4,6-Ben-Control-of-Sound,"There are a lot of stories and testimonies related to warnings on how to control sounds, or warnings to inform people...",True,True,21,120
23880758.mp4,Rachel_2012-02-09_sc60,If it's raining I'm still going outside.,True,True,7,40
50605686.mp4,4-Ben-Deaf-Speech,"I was like, ""What's going on, what did I do wrong?""",True,True,11,51
65404696.mp4,5-Ben-Deaf-Grunts,"For example, in professional tennis, grunts happen very often.",True,True,9,62
8397641.mp4,Cory_2013-6-27_sc109,Who was it that just bought a car?,True,True,8,34
83940057.mp4,Cory_2013-6-27_sc112,When did mom clean the kitchen?,True,True,6,31
83943017.mp4,Cory_2013-6-27_sc112,Did mom already walk to the store?,True,True,7,34
91152074.mp4,7-Ben-Social-Msg,"One friend asked: ""Why is your mom angry?"", ""My mom angry?"" asked the CODA child. who then looked over at...",True,True,20,108
67010035.mp4,2-Ben-Voice-Identity,A lot of Deaf people experience trying to control their voice and the conception of their voice. They try to make voice accommodations.,True,True,23,135
24512339.mp4,4-Ben-Deaf-Speech,"If you look at a Deaf person, as for that person being capable of speech, if you don't know that person, you cannot really judge their identity.  So, anybody, who's good will be praised for their motor speech.",True,True,38,209
33733238.mp4,Rachel_2012-02-09_sc61,"No, I don't like pineapple cream cheese. I prefer lox.",True,True,10,54
1540020.mp4,Rachel_2011-12-08_sc44,"""You're going to Hawaii for Christmas break ?"" ""No, I'm going to Hawaii for Spring break.""",True,True,15,90
51252152.mp4,8-Ben-Control-of-sound-places,"He grew up, he entered college, and he met a hearing CODA woman. He started to like her, and he was around his early to mid 20's at that time.",True,True,30,142
83938282.mp4,Cory_2013-6-27_sc112,"If the children dye their hair orange, their parents will not be happy.",True,True,13,71
15719526.mp4,Jonathan_2012-11-27_sc97,"If the students listen to their teacher, they will learn something.",True,True,11,67
31655481.mp4,Jonathan_2012-11-27_sc96,Bob loves reading books because he likes using his imagination.,True,True,10,63
70287124.mp4,Rachel_2012-02-09_sc59,"I'll read anything, I don't care.",True,True,6,33
842023.mp4,Jonathan_2012-11-27_sc94,Has your friend experienced travelling?,True,True,5,39
9450.mp4,Cory_2013-6-27_sc107,Do you like physics class?,True,True,5,26
1170.mp4,Cory_2013-6-27_sc107,My uncle never vists me.,True,True,5,24
33734815.mp4,Rachel_2012-02-09_sc61,"If you're arriving late, it's fine. I just have to call the restauarnt and postpone the reservation.",True,True,17,100
7567334.mp4,Rachel_2012-02-14_sc63,Mary used to live in Boston.,True,True,6,28
7983461.mp4,Cory_2013-6-27_sc114,Is mom sick?,True,True,3,12
7459110.mp4,Rachel_2012-02-14_sc65,I got a B on last week's test.,True,True,8,30
33733731.mp4,Rachel_2012-02-09_sc61,If it stops snowing outside then school will reopen tomorrow.,True,True,10,61
15720020.mp4,Jonathan_2012-11-27_sc97,"Last night, my friend passed out because he drank too much.",True,True,11,59
97996849.mp4,Rachel_2012-02-09_sc58,It doesn't matter to me. I like anything.,True,True,8,41
47292363.mp4,8-Ben-Control-of-sound-places,But it's not true. People are still judging there.,True,True,9,50
53100969.mp4,5-Ben-Deaf-Grunts,If the code is adopted then the judges would have the right to remove a player from the game if they grunt.,True,True,22,107
83943413.mp4,Cory_2013-6-27_sc112,Mother cleans the kitchen.,True,True,4,26
36291797.mp4,Rachel_2012-01-27_sc50,I prefer lox cream cheese.,True,True,5,26
629392.mp4,Cory_2013-6-27_sc113,"During the winter, I tend to get sick a lot because I tend to wear flip flops.",True,True,17,78
4234447.mp4,Jonathan_2012-11-27_sc98,Who has to pay rent?,True,True,5,20
99395897.mp4,Cory_2013-6-25_sc0106,so I didn`t need to worry about attending a hearing school or a Deaf school.,True,True,15,76
11946711.mp4,Rachel_2012-01-27_sc53,Mother is deaf and sometimes her daughter interprets for her.,True,True,10,61
22282583.mp4,4-Ben-Deaf-Speech,"Oh I see, what's inside that category, which has a wide range?",True,True,12,62
5597513.mp4,Rachel_2011-12-08_sc45,"""I suggest that you don`t fly with American Airlines because their plane tickets are expensive.""  ""No. Well, yes, they are probably expensive but if they are really expensive, I`m stuck because they are the only one with a direct flight from Boston to Miami.""",True,True,44,259
31656270.mp4,Jonathan_2012-11-27_sc96,Does my sister want a headband for her birthday?,True,True,9,48
65086412.mp4,2-Ben-Voice-Identity,John's voice was a good match to the character he played. His character in the movie was that of a swashbuckler.,True,True,21,112
17599182.mp4,Rachel_2011-12-01_sc43,I noticed my sister acting strange.,True,True,6,35
83938776.mp4,Cory_2013-6-27_sc112,"When father arrives home late, mother refuses to make dinner.",True,True,10,61
75784513.mp4,Rachel_2012-01-27_sc55,My nephew has strange shoes that have red blinking lights.,True,True,10,58
79807100.mp4,Cory_2013-6-27_sc114,My family vacation every year is in Florida because everyone loves the sun.,True,True,13,75
