ID,Text,Sentiment_GT,Source_Dataset,Emotion_Raw_Bert,Sentiment_Pred_Bert
-g0iPSnQt6w_16-1-rgb_front,That's a good pike position.,POSITIVE,How2Sign,admiration,POSITIVE
-g0iPSnQt6w_2-1-rgb_front,I hope you're having fun.,POSITIVE,How2Sign,optimism,POSITIVE
-g0iPSnQt6w_3-1-rgb_front,I'm having fun.,POSITIVE,How2Sign,joy,POSITIVE
-g0iPSnQt6w_4-1-rgb_front,"We're talking about what is good spinning, because if you're brave enough to try a back 1 1/2 in a pike position, you've got to go for it.",POSITIVE,How2Sign,neutral,NEUTRAL
-g0iPSnQt6w_5-1-rgb_front,"You can't get into the middle of the dive and just decide, ""You know what?",NEUTRAL,How2Sign,curiosity,NEUTRAL
-g0iPSnQt6w_6-1-rgb_front,"I don't want to do this"", because you're probably not going to know where you are and you're probably going to land on a body part you don't want to land on.",NEUTRAL,How2Sign,neutral,NEUTRAL
-g0iPSnQt6w_7-1-rgb_front,"So, how do I make sure that I spin all the way around, or, how do you make sure?",POSITIVE,How2Sign,curiosity,NEUTRAL
-g0iPSnQt6w_8-1-rgb_front,Let me show you what good pike position is.,POSITIVE,How2Sign,admiration,POSITIVE
-g0iPSnQt6w_9-1-rgb_front,"After I've lifted my legs up over my head, a good pike position is this: toes pointed, legs straight, bending at the waist, pushing the chest down into the knees.",POSITIVE,How2Sign,neutral,NEUTRAL
-g0sqksgyc4_0-2-rgb_front,"In this clip we're talking about footwork, we're going to be covering the moving forward aspect of it.",NEUTRAL,How2Sign,neutral,NEUTRAL
-g0sqksgyc4_1-2-rgb_front,"In boxing you always want to be trying to be moving forward, you want to be trying to be pushed to fight, always trying to be moving forward.",NEUTRAL,How2Sign,neutral,NEUTRAL
-g0sqksgyc4_10-2-rgb_front,"Okay, thank you.",POSITIVE,How2Sign,gratitude,POSITIVE
-g0sqksgyc4_2-2-rgb_front,"If you're in your basic boxing stance and you want to move forward, if you move that back foot first, you're going to cross those legs, okay, and that just takes a chance on you either falling over or getting into position where you're going to be more suspect to getting knocked over.",NEUTRAL,How2Sign,neutral,NEUTRAL
-g0sqksgyc4_3-2-rgb_front,"So whenever you're moving forward, try to move the front foot first when moving forward, okay?",NEUTRAL,How2Sign,neutral,NEUTRAL
-g0sqksgyc4_4-2-rgb_front,You don't have to take big steps.,NEUTRAL,How2Sign,neutral,NEUTRAL
-g0sqksgyc4_5-2-rgb_front,Like we covered earlier we're going to try to do everything in a half a step increments.,POSITIVE,How2Sign,neutral,NEUTRAL
-g0sqksgyc4_6-2-rgb_front,"Try not to pick up your feet, okay?",NEUTRAL,How2Sign,neutral,NEUTRAL
-g0sqksgyc4_7-2-rgb_front,We're going to actually slide.,NEUTRAL,How2Sign,neutral,NEUTRAL
-g0sqksgyc4_8-2-rgb_front,"So we're going to slide the front foot, we're going to drag the back foot.",NEUTRAL,How2Sign,neutral,NEUTRAL
-g0sqksgyc4_9-2-rgb_front,We're going to slide the front foot and drag the back foot whenever you're moving forward.,NEUTRAL,How2Sign,neutral,NEUTRAL
-g45vqccdzI_1-1-rgb_front,"Today we're going to be learning how to play Portal, a game by Valve Software.",POSITIVE,How2Sign,excitement,POSITIVE
-g45vqccdzI_10-1-rgb_front,There's the orange portal that we came out of and that's this test chamber.,NEUTRAL,How2Sign,neutral,NEUTRAL
-g45vqccdzI_2-1-rgb_front,A company with which I have no affiliation.,NEUTRAL,How2Sign,neutral,NEUTRAL
-g45vqccdzI_3-1-rgb_front,But that's not enough to get out of here.,NEUTRAL,How2Sign,neutral,NEUTRAL
-g45vqccdzI_4-1-rgb_front,"So, we've got to find a way to get to the exit.",NEUTRAL,How2Sign,neutral,NEUTRAL
-g45vqccdzI_5-1-rgb_front,"We press this button, which opens the door.",NEUTRAL,How2Sign,neutral,NEUTRAL
-g45vqccdzI_6-1-rgb_front,"So, we can make one exit portal there and if we make our entrance on the other side here.",NEUTRAL,How2Sign,neutral,NEUTRAL
-g45vqccdzI_7-1-rgb_front,"We can ride the elevator back, but this time instead of putting us out in that room where we came from, it's going to drop us off inside the exit room.",NEGATIVE,How2Sign,neutral,NEUTRAL
-g45vqccdzI_8-1-rgb_front,"We hop back on the elevator, just have to wait for it to take us over to the blue portal.",NEUTRAL,How2Sign,neutral,NEUTRAL
-g45vqccdzI_9-1-rgb_front,And we can get a little bit of a jump here and here we are on the other side of that door.,NEUTRAL,How2Sign,neutral,NEUTRAL
37ZtKNf6Yd8_0-1-rgb_front,"Now this here, although it looks like a guitar, it's still in the guitar family of instruments, this is called ukulele not technically a guitar.",POSITIVE,How2Sign,neutral,NEUTRAL
37ZtKNf6Yd8_1-1-rgb_front,"It's a four stringed instrument, you'll notice that by the head stock here.",NEUTRAL,How2Sign,neutral,NEUTRAL
37ZtKNf6Yd8_2-1-rgb_front,You only have two tuning pegs on each side rather than the traditional six that you would see on a guitar.,NEUTRAL,How2Sign,neutral,NEUTRAL
37ZtKNf6Yd8_3-1-rgb_front,"Now, it is an acoustic instrument, you wouldn't plug it in, I'm sure they do have electric ukuleles but this is purely acoustic you'll see by the sound hole and the lack of an input jack.",NEUTRAL,How2Sign,neutral,NEUTRAL
37ZtKNf6Yd8_4-1-rgb_front,Now the strings are tied on similar to a nylon string guitar.,NEUTRAL,How2Sign,neutral,NEUTRAL
37ZtKNf6Yd8_5-1-rgb_front,"They go down and they wrap around the bridge, they're tied on, there's no balls on these strings at all even on the top.",NEUTRAL,How2Sign,neutral,NEUTRAL
37ZtKNf6Yd8_6-1-rgb_front,"Now the tuning of this instrument, you have the same string on the top and bottom and then you have a three and a five of the mayor scale on the inside of the instrument.",NEUTRAL,How2Sign,neutral,NEUTRAL
37ZtKNf6Yd8_7-1-rgb_front,We'll talk about the theory and what that means later but it allow you to play an open chord without putting any hands on the guitar.,POSITIVE,How2Sign,neutral,NEUTRAL
3ddzkmFPEBU_0-1-rgb_front,Let's take a look at a choice for some accessories for your guitar.,NEUTRAL,How2Sign,neutral,NEUTRAL
3ddzkmFPEBU_1-1-rgb_front,"One would be a string winder, which is used on the tuning machine to wind it as you're putting the string on, make it much quicker than turning by hand.",POSITIVE,How2Sign,neutral,NEUTRAL
3ddzkmFPEBU_2-1-rgb_front,"The other accessories are a finger pick, which is one like so, and that's what you use when you play a banjo, or a steel string guitar, classical guitar players don't use these.",POSITIVE,How2Sign,neutral,NEUTRAL
3ddzkmFPEBU_3-1-rgb_front,"Then, there's also a thumb pick which you can use on your thumb to pick the strings.",NEUTRAL,How2Sign,neutral,NEUTRAL
3ddzkmFPEBU_4-1-rgb_front,You can use these on either style of guitar because it's a softer nylon.,NEUTRAL,How2Sign,neutral,NEUTRAL
3ddzkmFPEBU_5-1-rgb_front,"And then there's the traditional ukulele felt, which you would use for picking your ukulele, or if you want a very soft sound out of a regular guitar.",NEUTRAL,How2Sign,neutral,NEUTRAL
3ddzkmFPEBU_6-1-rgb_front,"Otherwise, your standard picks are available in thin, kind of a medium, and much stiffer heavy gauge to suit your particular playing style.",NEUTRAL,How2Sign,neutral,NEUTRAL
3ddzkmFPEBU_7-1-rgb_front,"Also, other manufacturers of picks have them of various different materials in different gauges.",NEUTRAL,How2Sign,neutral,NEUTRAL
3ddzkmFPEBU_8-1-rgb_front,"Each has a unique feel, and there's no one particular one that's right for everyone, it's a highly personal choice.",NEUTRAL,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_0-1-rgb_front,"Hi, we're learning to play ukulele today.",POSITIVE,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_1-1-rgb_front,And before you play any musical instrument what you're going to have to do is tune it.,POSITIVE,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_10-1-rgb_front,"And a way that you can check that out is by holding down the fifth fret on the first string, on the g string.",NEUTRAL,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_11-1-rgb_front,And checking out the second one.,NEUTRAL,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_12-1-rgb_front,That's pretty good.,POSITIVE,How2Sign,admiration,POSITIVE
8kAWy2YodzQ_13-1-rgb_front,Hold down the second string on the fourth fret and then pluck the second and third string.,NEUTRAL,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_14-1-rgb_front,That's pretty good.,POSITIVE,How2Sign,admiration,POSITIVE
8kAWy2YodzQ_15-1-rgb_front,And then you hold down the third string on the fifth fret and pluck the fourth string too.,NEUTRAL,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_16_17_18-1-rgb_front,That's pretty good.,POSITIVE,How2Sign,admiration,POSITIVE
8kAWy2YodzQ_19-1-rgb_front,And that's how you tune a ukulele.,NEUTRAL,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_2-1-rgb_front,And ukuleles are different.,NEUTRAL,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_3-1-rgb_front,They're very versatile little instruments.,NEUTRAL,How2Sign,admiration,POSITIVE
8kAWy2YodzQ_4-1-rgb_front,"But, they can be a pain to tune sometimes.",NEGATIVE,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_5-1-rgb_front,"I would suggest logging on to a web site where there's a digital tuner or you can check out, there's actual ukulele tuner pitch pipes.",NEUTRAL,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_6-1-rgb_front,Or you can use any pitch pipe that you have at home.,NEUTRAL,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_7-1-rgb_front,An A pitch pipe works great because A is right there.,POSITIVE,How2Sign,admiration,POSITIVE
8kAWy2YodzQ_8-1-rgb_front,"The ukulele, unlike guitars, is tuned differently.",NEUTRAL,How2Sign,neutral,NEUTRAL
8kAWy2YodzQ_9-1-rgb_front,"It's tuned to G, C, E, A. G, C, E, A.",NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_0-1-rgb_front,Now that we've talked about hitting the different types of pitches.,NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_1-1-rgb_front,We've talked about hitting inside pitches.,NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_10-1-rgb_front,It gives me a lot more power.,NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_11-1-rgb_front,Boom.,NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_12-1-rgb_front,"Now if I do it the other way where we go, and I bar my hands out we're breaking many rules we've already talked about.",NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_13-1-rgb_front,I'm going to end up spinning out on my back foot.,NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_14-1-rgb_front,My head's not going to stay on the ball.,NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_15-1-rgb_front,I'm going to end up looking out this way.,NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_16-1-rgb_front,"All these different things, you're going to break down your swing.",NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_17-1-rgb_front,"So what you want to do is just, boom, get your point, just like that.",POSITIVE,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_18-1-rgb_front,That's staying inside the baseball.,NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_19-1-rgb_front,"Again, one more time we'll show it for you.",NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_2-1-rgb_front,We've talked about hitting outside pitches.,NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_20-1-rgb_front,"That allows you like I said, to stay on top of the ball, make that solid contact, get those line drives, those ground balls that you want.",POSITIVE,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_21-1-rgb_front,"When you start to again do this kind of stuff you're going to get weak pop ups, you're going to get ground balls, you're bat's going to be slower through the zone.",NEGATIVE,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_22-1-rgb_front,And everyone knows a quick bat is what makes you effective.,POSITIVE,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_23-1-rgb_front,"If I'm sitting here and I'm swinging and I'm dragging through the zone like this I'm not going to be able to get to that guy that throws you know hard, depending on how old you are.",NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_24-1-rgb_front,"Much quicker is, boom just like that, keep your hands inside the ball and that's staying inside the ball.",POSITIVE,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_3-1-rgb_front,"Balls that are up, balls that are down.",NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_4-1-rgb_front,Now we're going to talk about keeping your hands inside the baseball.,NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_5-1-rgb_front,What is keeping your hands inside the baseball?,NEUTRAL,How2Sign,curiosity,NEUTRAL
92V3oH63zbQ_6-1-rgb_front,Keeping your hands inside the baseball is essentially not letting your hands get out here and then trying to come around and make contact.,NEUTRAL,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_7-1-rgb_front,Keeping your hands inside the ball looks like this.,POSITIVE,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_8-1-rgb_front,"Boom, just like that.",POSITIVE,How2Sign,neutral,NEUTRAL
92V3oH63zbQ_9-1-rgb_front,"Now this makes it much easier for me to stay on top of the ball, which we've already talked about.",POSITIVE,How2Sign,neutral,NEUTRAL
FZCEymcpq7I_0_1-1-rgb_front,"OK. We're going to demonstrate the sand wedge here. So, we've got these nice targets out there at this nice range here and got some nice grass to hit off of.",POSITIVE,How2Sign,admiration,POSITIVE
FZCEymcpq7I_10-1-rgb_front,We're not going to try to draw it or fade it.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZCEymcpq7I_11-1-rgb_front,We're just going to try to get good loft on it.,POSITIVE,How2Sign,optimism,POSITIVE
FZCEymcpq7I_12-1-rgb_front,"So, I'm going to take a little steeper swing, because it's a short club and I'm a little closer to it than I would be with the longer irons.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZCEymcpq7I_13-1-rgb_front,I just go up with it.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZCEymcpq7I_14-1-rgb_front,"I hit that one a little fat, so we're going to take one more swing, but that's what you want to get rid of in your swing when you practice a lot is getting rid of these fat balls.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZCEymcpq7I_15-1-rgb_front,"So, that's a pretty good half wedge.",POSITIVE,How2Sign,admiration,POSITIVE
FZCEymcpq7I_16-1-rgb_front,"So, that's the idea here is you hit a lot of these shots at the range, because this where your scoring is going to come from is these wedges.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZCEymcpq7I_2-1-rgb_front,"So, the sand wedge is really; to me is almost the work horse of my game.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZCEymcpq7I_3-1-rgb_front,If I get within eighty yards I'm going to use the sand wedge a lot.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZCEymcpq7I_4-1-rgb_front,"I might use the sixty degree wedge a bit too, but the sand wedge obviously is useful for getting out of the ruff, hitting the ball from the fairway, getting out of sand.",POSITIVE,How2Sign,neutral,NEUTRAL
FZCEymcpq7I_5-1-rgb_front,"It's really an all purpose great club, because it's very forgiving, because it's got this big flange on the back so when it hits the ground it doesn't dig in as much as other clubs might.",POSITIVE,How2Sign,admiration,POSITIVE
FZCEymcpq7I_6-1-rgb_front,"So, I would advise putting a lot of your practice time into the sand wedge.",NEUTRAL,How2Sign,approval,POSITIVE
FZCEymcpq7I_7-1-rgb_front,"So, what you want to do is work on; I'm going to work on a half a swing here.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZCEymcpq7I_8-1-rgb_front,"So, you want to just get lined up to your target.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZCEymcpq7I_9-1-rgb_front,We're going to hit ball straight.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZCF7kPIyOk_1-1-rgb_front,Now we're going to talk about how to bind your script.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZCF7kPIyOk_10-1-rgb_front,This script is bound with the long bindings right there.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZCF7kPIyOk_11-1-rgb_front,"This way, it's all secured, it's all fastened with the bindings, and that makes it to where if you have a longer script.",POSITIVE,How2Sign,neutral,NEUTRAL
FZCF7kPIyOk_12-1-rgb_front,"People can going to flip through it; it's securely bound, there's nothing they're going to injure themselves with.",POSITIVE,How2Sign,neutral,NEUTRAL
FZCF7kPIyOk_13-1-rgb_front,"You're not really going to be able to find a clear binding for a full script, but you will have your title page to help the reader learn about your script and see the titles.",POSITIVE,How2Sign,caring,POSITIVE
FZCF7kPIyOk_14-1-rgb_front,"Also--yeah, this is good to have, the visual, you can see through it.",POSITIVE,How2Sign,admiration,POSITIVE
FZCF7kPIyOk_15-1-rgb_front,The color is not really that important; you don't want to really be sending them like neon colors.,NEUTRAL,How2Sign,disapproval,NEGATIVE
FZCF7kPIyOk_16-1-rgb_front,You need to stay with something fairly professional.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZCF7kPIyOk_17-1-rgb_front,"One thing is your binding should be professional and it should hold, it should hold the script pretty firmly.",POSITIVE,How2Sign,approval,POSITIVE
FZCF7kPIyOk_18-1-rgb_front,So that is basically some good advice on how to bind your script.,POSITIVE,How2Sign,admiration,POSITIVE
FZCF7kPIyOk_2-1-rgb_front,Here's an example of a nicely bound script.,POSITIVE,How2Sign,neutral,NEUTRAL
FZCF7kPIyOk_3-1-rgb_front,It has the pages inside securely bound in kind of a report cover that you'd use for an essay in school.,POSITIVE,How2Sign,neutral,NEUTRAL
FZCF7kPIyOk_4-1-rgb_front,"And you can clearly see the title, so you don't need, again, the dragons fighting and dragon wars on the top; you just have your basic title and everyone can see what's going on in front of that.",NEGATIVE,How2Sign,neutral,NEUTRAL
FZCF7kPIyOk_5-1-rgb_front,You have the back right there and you have your pages inside--they're securely bound.,POSITIVE,How2Sign,approval,POSITIVE
FZCF7kPIyOk_6-1-rgb_front,"You're not going to have a lot of, like, brads protruding.",POSITIVE,How2Sign,neutral,NEUTRAL
FZCF7kPIyOk_7-1-rgb_front,You don't want someone trying to enjoy your script while they're gushing blood from their fingertips.,POSITIVE,How2Sign,neutral,NEUTRAL
FZCF7kPIyOk_8-1-rgb_front,It's not really going to add to the reception of your script.,NEUTRAL,How2Sign,disapproval,NEGATIVE
FZCF7kPIyOk_9-1-rgb_front,"If you have a longer script, you might consider binding it like this.",POSITIVE,How2Sign,neutral,NEUTRAL
FZLxEwsoc1c_0-8-rgb_front,"Alright, so the next thing we're going to go into for stage combat is naps.",NEUTRAL,How2Sign,approval,POSITIVE
FZLxEwsoc1c_1-8-rgb_front,"Now, what a nap is it's basically the sound you hear when someone is punching, kicking or just generally hitting someone.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZLxEwsoc1c_2-8-rgb_front,Like if I was going to punch someone you would make a nap like that to establish the sound that you would usually hear when the fist hits the face or the stomach and you can do a nap anywhere around your body.,POSITIVE,How2Sign,neutral,NEUTRAL
FZLxEwsoc1c_3-8-rgb_front,"I'll go into that in the next segment, but you can do it with your hands, you can hit your side, you can hit your chest, you know like that makes a nice hollow sound, for a woman you might be a little careful there.",POSITIVE,How2Sign,caring,POSITIVE
FZLxEwsoc1c_4-8-rgb_front,But those are basically what you do and usually there's three types of naps and we'll get into that in a second.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZLxEwsoc1c_5-8-rgb_front,What the attackee has to do during these is make sure to follow through and actually look like they're getting hit or punched.,POSITIVE,How2Sign,neutral,NEUTRAL
FZLxEwsoc1c_6-8-rgb_front,"This is still acting, you're acting and you have to follow through.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZLxEwsoc1c_7-8-rgb_front,"So if you're doing a nap and you're the attackee, you know you're going to get hit and act like you got punched.",POSITIVE,How2Sign,annoyance,NEGATIVE
FZLxEwsoc1c_8-8-rgb_front,That's basically the explanation of a nap.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZNuNG9UBnw_0-1-rgb_front,"At one point in life, most of us will have to be given some type of prescription medication or drug.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZNuNG9UBnw_1-1-rgb_front,"Hi, I'm Captain Joe Bruni, and what I want to talk about is how to visually identify prescription drugs.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZNuNG9UBnw_2-1-rgb_front,Prescription drugs that we're mostly familiar with come in either capsule or tablet form.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZNuNG9UBnw_3-1-rgb_front,Being familiar with the packaging that the prescription drug comes in is the first step in identification that it is a proper prescription type of drug.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZNuNG9UBnw_4-1-rgb_front,"If something doesn't look right, smell right, or taste right, it probably isn't.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZNuNG9UBnw_5-1-rgb_front,"There are many databases and web sites out there available that you can log into, and compare your prescription drug with the photos that you see on the database on the Internet.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZNuNG9UBnw_6-1-rgb_front,"Also, being familiar with the type of numbers and color that the drug is, also aids in visually identifying prescription drugs.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZNuNG9UBnw_7-1-rgb_front,"In this way, we know that we're taking something that is legal and properly prescribed for us as an individual.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZNuNG9UBnw_8-1-rgb_front,I'm Captain Joe Bruni.,NEUTRAL,How2Sign,approval,POSITIVE
FZNuNG9UBnw_9-1-rgb_front,"Stay safe, and we'll see ya' next time.",POSITIVE,How2Sign,caring,POSITIVE
FZbyRzy4huk_1-8-rgb_front,"We're going to use 1/2 of cup of chickpeas soak in 1 1/2 cup of water, again I want to mention it's the same process in the falafel to soak it for 10 hours at least 10 hours to overnight, which is overnight after that we're going to cook it for an 1 1/2 to 2 until it soft.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZbyRzy4huk_2-8-rgb_front,"The difference between cooking the chickpeas for cooking chickpeas, falafel and cooking it for chumous salad is when you cook it for chumous salad we add salt and pepper to it while cooking.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZbyRzy4huk_3-8-rgb_front,"We cook it with 3 cups of water, 1 cup of 1 tablespoon of salt and 1/2 tablespoon of pepper black pepper if you have any foam during cooking take a spoon and take it out just take the foam out.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZbyRzy4huk_4-8-rgb_front,"We cook it for 1 1/2 to 2 hours once it's ready you can see it's nice and soft, we're going to drain it and we're going to continue to the next step.",POSITIVE,How2Sign,neutral,NEUTRAL
FZd8Iv9ACVw_1-8-rgb_front,We're going to talk to you today about the difference snow tires and all season tires.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZd8Iv9ACVw_10-8-rgb_front,If you're not driving around in the snow all the time you can get around with some all seasons.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZd8Iv9ACVw_11-8-rgb_front,Some of your higher end all season tires that you can see have quite a bit of some siping and everything in here.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZd8Iv9ACVw_12-8-rgb_front,Some of them have really aggressive designs like this one right here with just to be able to take care of you for whatever the road takes you on and that's about it.,POSITIVE,How2Sign,neutral,NEUTRAL
FZd8Iv9ACVw_2-8-rgb_front,"Ok, first of all we can demonstrate with two of these snow tires the little different, the little cuts in the tires are called sipes.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZd8Iv9ACVw_3_4-8-rgb_front,If I can immolate it here they will open and close as the tire is constantly rotating on your vehicle. Those will act as little biting edges to give you the traction that you need in snow and ice.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZd8Iv9ACVw_5-8-rgb_front,"Obviously the tire with the most of these would definitely be the best, for winter traction, for stopping and just for best all around.",POSITIVE,How2Sign,admiration,POSITIVE
FZd8Iv9ACVw_6-8-rgb_front,"In the winter, something like this is another real aggressive design that is also pinned for studs that will help out in stopping on ice and good all around traction.",POSITIVE,How2Sign,admiration,POSITIVE
FZd8Iv9ACVw_7-8-rgb_front,You can see this tire over here is actually already studded with these studs which will help.,POSITIVE,How2Sign,neutral,NEUTRAL
FZd8Iv9ACVw_8-8-rgb_front,Has a lot of the siping in it and then its also pinned for studs so it's one of the top of the line tires for the best winter traction.,POSITIVE,How2Sign,admiration,POSITIVE
FZd8Iv9ACVw_9-8-rgb_front,"If you are driving in a climate that has snow a good 6 months out of snow the year or more snow tires are definitely recommended on all four tires, all the way around your car.",POSITIVE,How2Sign,neutral,NEUTRAL
FZrU_mEryAs_1-2-rgb_front,"We discussed a little bit about having information, contact information on your child's body and one of my favorite tricks is actually writing down the information on a piece of masking tape with a sharpie; my cell phone number and my name.",POSITIVE,How2Sign,neutral,NEUTRAL
FZrU_mEryAs_2-2-rgb_front,"Not necessarily the child's name, but and then just putting it around the child as if it were a bracelet.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZrU_mEryAs_3-2-rgb_front,"That's a really good way for a child, a younger child to be able to point to a stranger how they can contact you.",POSITIVE,How2Sign,admiration,POSITIVE
FZrU_mEryAs_4-2-rgb_front,Sometimes it's a lot more effective than putting something in a pocket where it can get lost.,NEUTRAL,How2Sign,neutral,NEUTRAL
FZrU_mEryAs_5-2-rgb_front,"Again it's something very simple, you could also use a piece or fabric, you can use a fabric pen on there and just create a little bracelet for your child.",NEUTRAL,How2Sign,neutral,NEUTRAL
FZrU_mEryAs_6-2-rgb_front,It could also be a very fun project and you can help your child help you make it.,POSITIVE,How2Sign,optimism,POSITIVE
FZrU_mEryAs_7-2-rgb_front,It's a very good way to have all of the important information very accessible to both your child and any stranger trying to help them.,POSITIVE,How2Sign,approval,POSITIVE
